"DirectedEdge[488, 6171]","DirectedEdge[6171, 488]","{1, 1}"
"DirectedEdge[1733, 1495]","DirectedEdge[1495, 1733]","{6, 5}"
"DirectedEdge[4883, 1131]","DirectedEdge[1131, 4883]","{60, 1}"
"DirectedEdge[2775, 1131]","DirectedEdge[1131, 2775]","{60, 1}"
"DirectedEdge[488, 1131]","DirectedEdge[1131, 488]","{17, 2}"
"DirectedEdge[3443, 10206]","DirectedEdge[10206, 3443]","{3, 2}"
"DirectedEdge[1512, 4394]","DirectedEdge[4394, 1512]","{24, 1}"
"DirectedEdge[488, 3585]","DirectedEdge[3585, 488]","{7, 6}"
"DirectedEdge[488, 4457]","DirectedEdge[4457, 488]","{5, 1}"
"DirectedEdge[5021, 918]","DirectedEdge[918, 5021]","{53, 2}"
"DirectedEdge[488, 7289]","DirectedEdge[7289, 488]","{1, 3}"
"DirectedEdge[488, 8287]","DirectedEdge[8287, 488]","{2, 6}"
"DirectedEdge[2257, 469]","DirectedEdge[469, 2257]","{2, 2}"
"DirectedEdge[488, 7370]","DirectedEdge[7370, 488]","{1, 2}"
"DirectedEdge[8253, 469]","DirectedEdge[469, 8253]","{1, 1}"
"DirectedEdge[4533, 1963]","DirectedEdge[1963, 4533]","{15, 13}"
"DirectedEdge[4883, 3280]","DirectedEdge[3280, 4883]","{7, 2}"
"DirectedEdge[488, 1276]","DirectedEdge[1276, 488]","{10, 1}"
"DirectedEdge[5223, 2682]","DirectedEdge[2682, 5223]","{46, 2}"
"DirectedEdge[488, 7261]","DirectedEdge[7261, 488]","{3, 1}"
"DirectedEdge[8035, 114]","DirectedEdge[114, 8035]","{4, 2}"
"DirectedEdge[8271, 1276]","DirectedEdge[1276, 8271]","{2, 1}"
"DirectedEdge[7929, 13]","DirectedEdge[13, 7929]","{20, 1}"
"DirectedEdge[1131, 6936]","DirectedEdge[6936, 1131]","{9, 10}"
"DirectedEdge[2492, 1040]","DirectedEdge[1040, 2492]","{50, 2}"
"DirectedEdge[2531, 1040]","DirectedEdge[1040, 2531]","{14, 1}"
"DirectedEdge[488, 2069]","DirectedEdge[2069, 488]","{10, 12}"
"DirectedEdge[5270, 37]","DirectedEdge[37, 5270]","{4, 2}"
"DirectedEdge[488, 421]","DirectedEdge[421, 488]","{41, 4}"
"DirectedEdge[5653, 1646]","DirectedEdge[1646, 5653]","{2, 3}"
"DirectedEdge[1304, 718]","DirectedEdge[718, 1304]","{1, 13}"
"DirectedEdge[1399, 8101]","DirectedEdge[8101, 1399]","{9, 1}"
"DirectedEdge[488, 8101]","DirectedEdge[8101, 488]","{1, 1}"
"DirectedEdge[396, 18]","DirectedEdge[18, 396]","{4, 2}"
"DirectedEdge[6030, 3341]","DirectedEdge[3341, 6030]","{15, 3}"
"DirectedEdge[488, 3341]","DirectedEdge[3341, 488]","{4, 1}"
"DirectedEdge[4533, 985]","DirectedEdge[985, 4533]","{7, 1}"
"DirectedEdge[488, 3299]","DirectedEdge[3299, 488]","{1, 2}"
"DirectedEdge[488, 2476]","DirectedEdge[2476, 488]","{3, 37}"
"DirectedEdge[488, 3401]","DirectedEdge[3401, 488]","{2, 2}"
"DirectedEdge[1868, 1823]","DirectedEdge[1823, 1868]","{11, 2}"
"DirectedEdge[1041, 5437]","DirectedEdge[5437, 1041]","{1, 2}"
"DirectedEdge[466, 5437]","DirectedEdge[5437, 466]","{1, 3}"
"DirectedEdge[488, 4764]","DirectedEdge[4764, 488]","{3, 1}"
"DirectedEdge[3837, 1548]","DirectedEdge[1548, 3837]","{16, 3}"
"DirectedEdge[488, 1548]","DirectedEdge[1548, 488]","{9, 3}"
"DirectedEdge[488, 3306]","DirectedEdge[3306, 488]","{1, 2}"
"DirectedEdge[5640, 4900]","DirectedEdge[4900, 5640]","{14, 1}"
"DirectedEdge[3585, 1548]","DirectedEdge[1548, 3585]","{6, 3}"
"DirectedEdge[2367, 1789]","DirectedEdge[1789, 2367]","{51, 1}"
"DirectedEdge[488, 911]","DirectedEdge[911, 488]","{9, 1}"
"DirectedEdge[4493, 4493]","DirectedEdge[4493, 4493]","{1, 1}"
"DirectedEdge[488, 4493]","DirectedEdge[4493, 488]","{1, 1}"
"DirectedEdge[18, 1288]","DirectedEdge[1288, 18]","{7, 1}"
"DirectedEdge[1003, 494]","DirectedEdge[494, 1003]","{1, 2}"
"DirectedEdge[718, 130]","DirectedEdge[130, 718]","{19, 3}"
"DirectedEdge[5653, 2069]","DirectedEdge[2069, 5653]","{4, 14}"
"DirectedEdge[2182, 5280]","DirectedEdge[5280, 2182]","{25, 1}"
"DirectedEdge[488, 763]","DirectedEdge[763, 488]","{5, 6}"
"DirectedEdge[3672, 488]","DirectedEdge[488, 3672]","{31, 3}"
"DirectedEdge[3499, 488]","DirectedEdge[488, 3499]","{30, 13}"
"DirectedEdge[6659, 488]","DirectedEdge[488, 6659]","{59, 3}"
"DirectedEdge[1046, 488]","DirectedEdge[488, 1046]","{2, 16}"
"DirectedEdge[18, 2]","DirectedEdge[2, 18]","{2, 4}"
"DirectedEdge[488, 541]","DirectedEdge[541, 488]","{25, 1}"
"DirectedEdge[488, 1382]","DirectedEdge[1382, 488]","{7, 2}"
"DirectedEdge[488, 6005]","DirectedEdge[6005, 488]","{5, 5}"
"DirectedEdge[488, 4238]","DirectedEdge[4238, 488]","{4, 1}"
"DirectedEdge[7673, 902]","DirectedEdge[902, 7673]","{17, 6}"
"DirectedEdge[823, 1131]","DirectedEdge[1131, 823]","{4, 1}"
"DirectedEdge[4024, 3347]","DirectedEdge[3347, 4024]","{5, 1}"
"DirectedEdge[1372, 420]","DirectedEdge[420, 1372]","{8, 1}"
"DirectedEdge[488, 5046]","DirectedEdge[5046, 488]","{3, 2}"
"DirectedEdge[488, 6904]","DirectedEdge[6904, 488]","{2, 3}"
"DirectedEdge[488, 4604]","DirectedEdge[4604, 488]","{1, 1}"
"DirectedEdge[3760, 5157]","DirectedEdge[5157, 3760]","{23, 1}"
"DirectedEdge[488, 7063]","DirectedEdge[7063, 488]","{2, 1}"
"DirectedEdge[1601, 4506]","DirectedEdge[4506, 1601]","{22, 18}"
"DirectedEdge[1963, 4533]","DirectedEdge[4533, 1963]","{13, 15}"
"DirectedEdge[1372, 4533]","DirectedEdge[4533, 1372]","{13, 1}"
"DirectedEdge[1131, 4533]","DirectedEdge[4533, 1131]","{2, 7}"
"DirectedEdge[488, 4533]","DirectedEdge[4533, 488]","{1, 2}"
"DirectedEdge[927, 823]","DirectedEdge[823, 927]","{1, 28}"
"DirectedEdge[488, 3672]","DirectedEdge[3672, 488]","{3, 31}"
"DirectedEdge[488, 5913]","DirectedEdge[5913, 488]","{3, 3}"
"DirectedEdge[488, 872]","DirectedEdge[872, 488]","{26, 1}"
"DirectedEdge[488, 8613]","DirectedEdge[8613, 488]","{1, 12}"
"DirectedEdge[1141, 6330]","DirectedEdge[6330, 1141]","{2, 1}"
"DirectedEdge[3792, 445]","DirectedEdge[445, 3792]","{4, 1}"
"DirectedEdge[488, 1877]","DirectedEdge[1877, 488]","{3, 1}"
"DirectedEdge[3792, 541]","DirectedEdge[541, 3792]","{31, 4}"
"DirectedEdge[781, 541]","DirectedEdge[541, 781]","{1, 7}"
"DirectedEdge[488, 1347]","DirectedEdge[1347, 488]","{7, 2}"
"DirectedEdge[1347, 2063]","DirectedEdge[2063, 1347]","{2, 1}"
"DirectedEdge[488, 2063]","DirectedEdge[2063, 488]","{13, 1}"
"DirectedEdge[1239, 2450]","DirectedEdge[2450, 1239]","{4, 1}"
"DirectedEdge[3891, 2291]","DirectedEdge[2291, 3891]","{13, 4}"
"DirectedEdge[488, 8617]","DirectedEdge[8617, 488]","{6, 8}"
"DirectedEdge[488, 781]","DirectedEdge[781, 488]","{10, 2}"
"DirectedEdge[683, 240]","DirectedEdge[240, 683]","{5, 17}"
"DirectedEdge[488, 3356]","DirectedEdge[3356, 488]","{2, 1}"
"DirectedEdge[2539, 415]","DirectedEdge[415, 2539]","{10, 1}"
"DirectedEdge[488, 4540]","DirectedEdge[4540, 488]","{3, 2}"
"DirectedEdge[488, 4553]","DirectedEdge[4553, 488]","{3, 1}"
"DirectedEdge[488, 2969]","DirectedEdge[2969, 488]","{9, 5}"
"DirectedEdge[8097, 488]","DirectedEdge[488, 8097]","{10, 3}"
"DirectedEdge[6437, 1003]","DirectedEdge[1003, 6437]","{5, 1}"
"DirectedEdge[962, 1410]","DirectedEdge[1410, 962]","{1, 1}"
"DirectedEdge[4493, 541]","DirectedEdge[541, 4493]","{4, 1}"
"DirectedEdge[8549, 553]","DirectedEdge[553, 8549]","{1, 13}"
"DirectedEdge[5653, 493]","DirectedEdge[493, 5653]","{2, 1}"
"DirectedEdge[3281, 488]","DirectedEdge[488, 3281]","{6, 7}"
"DirectedEdge[4312, 2596]","DirectedEdge[2596, 4312]","{2, 18}"
"DirectedEdge[1347, 5231]","DirectedEdge[5231, 1347]","{1, 15}"
"DirectedEdge[2156, 927]","DirectedEdge[927, 2156]","{1, 1}"
"DirectedEdge[2457, 502]","DirectedEdge[502, 2457]","{32, 1}"
"DirectedEdge[703, 502]","DirectedEdge[502, 703]","{24, 1}"
"DirectedEdge[4076, 502]","DirectedEdge[502, 4076]","{3, 1}"
"DirectedEdge[2682, 3284]","DirectedEdge[3284, 2682]","{34, 2}"
"DirectedEdge[871, 3284]","DirectedEdge[3284, 871]","{22, 1}"
"DirectedEdge[553, 8549]","DirectedEdge[8549, 553]","{13, 1}"
"DirectedEdge[488, 5462]","DirectedEdge[5462, 488]","{4, 17}"
"DirectedEdge[781, 494]","DirectedEdge[494, 781]","{2, 1}"
"DirectedEdge[768, 1012]","DirectedEdge[1012, 768]","{10, 9}"
"DirectedEdge[639, 6523]","DirectedEdge[6523, 639]","{10, 5}"
"DirectedEdge[488, 5147]","DirectedEdge[5147, 488]","{4, 16}"
"DirectedEdge[2304, 5147]","DirectedEdge[5147, 2304]","{1, 4}"
"DirectedEdge[5653, 5147]","DirectedEdge[5147, 5653]","{1, 7}"
"DirectedEdge[4732, 407]","DirectedEdge[407, 4732]","{4, 1}"
"DirectedEdge[3837, 1336]","DirectedEdge[1336, 3837]","{12, 2}"
"DirectedEdge[8153, 345]","DirectedEdge[345, 8153]","{12, 1}"
"DirectedEdge[1302, 494]","DirectedEdge[494, 1302]","{9, 9}"
"DirectedEdge[4883, 9901]","DirectedEdge[9901, 4883]","{9, 2}"
"DirectedEdge[6904, 9901]","DirectedEdge[9901, 6904]","{7, 2}"
"DirectedEdge[8488, 1131]","DirectedEdge[1131, 8488]","{30, 5}"
"DirectedEdge[4059, 927]","DirectedEdge[927, 4059]","{1, 2}"
"DirectedEdge[3725, 449]","DirectedEdge[449, 3725]","{6, 2}"
"DirectedEdge[488, 2477]","DirectedEdge[2477, 488]","{2, 2}"
"DirectedEdge[488, 3232]","DirectedEdge[3232, 488]","{8, 2}"
"DirectedEdge[488, 1343]","DirectedEdge[1343, 488]","{5, 1}"
"DirectedEdge[488, 5260]","DirectedEdge[5260, 488]","{1, 1}"
"DirectedEdge[4059, 449]","DirectedEdge[449, 4059]","{18, 1}"
"DirectedEdge[4944, 1310]","DirectedEdge[1310, 4944]","{1, 1}"
"DirectedEdge[538, 10084]","DirectedEdge[10084, 538]","{2, 1}"
"DirectedEdge[488, 10084]","DirectedEdge[10084, 488]","{1, 1}"
"DirectedEdge[488, 4687]","DirectedEdge[4687, 488]","{1, 2}"
"DirectedEdge[3795, 449]","DirectedEdge[449, 3795]","{34, 1}"
"DirectedEdge[3795, 4698]","DirectedEdge[4698, 3795]","{10, 1}"
"DirectedEdge[488, 4698]","DirectedEdge[4698, 488]","{1, 2}"
"DirectedEdge[488, 8208]","DirectedEdge[8208, 488]","{1, 2}"
"DirectedEdge[5233, 3810]","DirectedEdge[3810, 5233]","{6, 23}"
"DirectedEdge[2092, 3978]","DirectedEdge[3978, 2092]","{23, 4}"
"DirectedEdge[1131, 9624]","DirectedEdge[9624, 1131]","{4, 14}"
"DirectedEdge[990, 9624]","DirectedEdge[9624, 990]","{4, 9}"
"DirectedEdge[3436, 9624]","DirectedEdge[9624, 3436]","{4, 2}"
"DirectedEdge[488, 9624]","DirectedEdge[9624, 488]","{1, 7}"
"DirectedEdge[2878, 488]","DirectedEdge[488, 2878]","{1, 6}"
"DirectedEdge[818, 488]","DirectedEdge[488, 818]","{1, 28}"
"DirectedEdge[488, 7050]","DirectedEdge[7050, 488]","{3, 2}"
"DirectedEdge[5327, 476]","DirectedEdge[476, 5327]","{51, 1}"
"DirectedEdge[466, 18]","DirectedEdge[18, 466]","{2, 2}"
"DirectedEdge[7272, 7543]","DirectedEdge[7543, 7272]","{9, 1}"
"DirectedEdge[6005, 488]","DirectedEdge[488, 6005]","{5, 5}"
"DirectedEdge[6904, 488]","DirectedEdge[488, 6904]","{3, 2}"
"DirectedEdge[4967, 1170]","DirectedEdge[1170, 4967]","{46, 4}"
"DirectedEdge[71, 7237]","DirectedEdge[7237, 71]","{7, 1}"
"DirectedEdge[1016, 2]","DirectedEdge[2, 1016]","{1, 1}"
"DirectedEdge[1347, 1598]","DirectedEdge[1598, 1347]","{1, 133}"
"DirectedEdge[530, 13955]","DirectedEdge[13955, 530]","{3, 2}"
"DirectedEdge[1347, 488]","DirectedEdge[488, 1347]","{2, 7}"
"DirectedEdge[962, 488]","DirectedEdge[488, 962]","{2, 10}"
"DirectedEdge[781, 488]","DirectedEdge[488, 781]","{2, 10}"
"DirectedEdge[488, 1806]","DirectedEdge[1806, 488]","{5, 1}"
"DirectedEdge[1304, 4921]","DirectedEdge[4921, 1304]","{5, 1}"
"DirectedEdge[488, 6865]","DirectedEdge[6865, 488]","{1, 1}"
"DirectedEdge[1276, 1440]","DirectedEdge[1440, 1276]","{1, 1}"
"DirectedEdge[488, 7272]","DirectedEdge[7272, 488]","{3, 112}"
"DirectedEdge[5147, 6845]","DirectedEdge[6845, 5147]","{11, 2}"
"DirectedEdge[488, 3574]","DirectedEdge[3574, 488]","{2, 20}"
"DirectedEdge[4533, 411]","DirectedEdge[411, 4533]","{5, 1}"
"DirectedEdge[1619, 3567]","DirectedEdge[3567, 1619]","{1, 1}"
"DirectedEdge[488, 3567]","DirectedEdge[3567, 488]","{1, 2}"
"DirectedEdge[488, 1832]","DirectedEdge[1832, 488]","{7, 1}"
"DirectedEdge[3299, 1663]","DirectedEdge[1663, 3299]","{8, 2}"
"DirectedEdge[3299, 2015]","DirectedEdge[2015, 3299]","{45, 3}"
"DirectedEdge[488, 3613]","DirectedEdge[3613, 488]","{2, 1}"
"DirectedEdge[7063, 130]","DirectedEdge[130, 7063]","{18, 1}"
"DirectedEdge[488, 2680]","DirectedEdge[2680, 488]","{7, 1}"
"DirectedEdge[4712, 2]","DirectedEdge[2, 4712]","{15, 1}"
"DirectedEdge[1046, 1239]","DirectedEdge[1239, 1046]","{2, 4}"
"DirectedEdge[488, 2170]","DirectedEdge[2170, 488]","{7, 2}"
"DirectedEdge[952, 2631]","DirectedEdge[2631, 952]","{9, 1}"
"DirectedEdge[488, 3595]","DirectedEdge[3595, 488]","{2, 40}"
"DirectedEdge[488, 6659]","DirectedEdge[6659, 488]","{3, 59}"
"DirectedEdge[5653, 457]","DirectedEdge[457, 5653]","{1, 1}"
"DirectedEdge[4903, 3837]","DirectedEdge[3837, 4903]","{2, 2}"
"DirectedEdge[1304, 5792]","DirectedEdge[5792, 1304]","{1, 1}"
"DirectedEdge[488, 8514]","DirectedEdge[8514, 488]","{2, 1}"
"DirectedEdge[1526, 1239]","DirectedEdge[1239, 1526]","{2, 1}"
"DirectedEdge[2450, 1239]","DirectedEdge[1239, 2450]","{1, 4}"
"DirectedEdge[1754, 1239]","DirectedEdge[1239, 1754]","{1, 1}"
"DirectedEdge[7272, 1012]","DirectedEdge[1012, 7272]","{1, 2}"
"DirectedEdge[2492, 1296]","DirectedEdge[1296, 2492]","{1, 1}"
"DirectedEdge[1141, 432]","DirectedEdge[432, 1141]","{2, 1}"
"DirectedEdge[18, 396]","DirectedEdge[396, 18]","{2, 4}"
"DirectedEdge[1667, 1718]","DirectedEdge[1718, 1667]","{8, 1}"
"DirectedEdge[8035, 6807]","DirectedEdge[6807, 8035]","{1, 3}"
"DirectedEdge[6458, 130]","DirectedEdge[130, 6458]","{14, 1}"
"DirectedEdge[1372, 2026]","DirectedEdge[2026, 1372]","{2, 7}"
"DirectedEdge[488, 4244]","DirectedEdge[4244, 488]","{2, 6}"
"DirectedEdge[823, 10437]","DirectedEdge[10437, 823]","{1, 5}"
"DirectedEdge[2492, 1336]","DirectedEdge[1336, 2492]","{1, 38}"
"DirectedEdge[488, 1868]","DirectedEdge[1868, 488]","{1, 1}"
"DirectedEdge[1430, 7345]","DirectedEdge[7345, 1430]","{3, 2}"
"DirectedEdge[1296, 452]","DirectedEdge[452, 1296]","{5, 1}"
"DirectedEdge[13810, 720]","DirectedEdge[720, 13810]","{11, 1}"
"DirectedEdge[6508, 3567]","DirectedEdge[3567, 6508]","{13, 3}"
"DirectedEdge[1452, 3567]","DirectedEdge[3567, 1452]","{11, 2}"
"DirectedEdge[282, 11]","DirectedEdge[11, 282]","{1, 9}"
"DirectedEdge[4287, 1581]","DirectedEdge[1581, 4287]","{6, 7}"
"DirectedEdge[14137, 2389]","DirectedEdge[2389, 14137]","{4, 1}"
"DirectedEdge[5758, 720]","DirectedEdge[720, 5758]","{1, 5}"
"DirectedEdge[1050, 1141]","DirectedEdge[1141, 1050]","{8, 1}"
"DirectedEdge[8055, 7912]","DirectedEdge[7912, 8055]","{2, 1}"
"DirectedEdge[10437, 823]","DirectedEdge[823, 10437]","{5, 1}"
"DirectedEdge[122, 16407]","DirectedEdge[16407, 122]","{1, 1}"
"DirectedEdge[15253, 121]","DirectedEdge[121, 15253]","{5, 1}"
"DirectedEdge[1548, 2783]","DirectedEdge[2783, 1548]","{25, 5}"
"DirectedEdge[2438, 5058]","DirectedEdge[5058, 2438]","{1, 1}"
"DirectedEdge[7433, 1273]","DirectedEdge[1273, 7433]","{12, 1}"
"DirectedEdge[1560, 3436]","DirectedEdge[3436, 1560]","{2, 3}"
"DirectedEdge[720, 5758]","DirectedEdge[5758, 720]","{5, 1}"
"DirectedEdge[122, 945]","DirectedEdge[945, 122]","{2, 1}"
"DirectedEdge[8617, 3649]","DirectedEdge[3649, 8617]","{1, 13}"
"DirectedEdge[5049, 3401]","DirectedEdge[3401, 5049]","{6, 2}"
"DirectedEdge[1382, 982]","DirectedEdge[982, 1382]","{2, 1}"
"DirectedEdge[4153, 6423]","DirectedEdge[6423, 4153]","{1, 2}"
"DirectedEdge[9, 815]","DirectedEdge[815, 9]","{10, 1}"
"DirectedEdge[6901, 815]","DirectedEdge[815, 6901]","{5, 2}"
"DirectedEdge[1059, 2304]","DirectedEdge[2304, 1059]","{1, 3}"
"DirectedEdge[2759, 1874]","DirectedEdge[1874, 2759]","{6, 5}"
"DirectedEdge[3457, 494]","DirectedEdge[494, 3457]","{5, 2}"
"DirectedEdge[17, 3837]","DirectedEdge[3837, 17]","{1, 1}"
"DirectedEdge[1698, 6081]","DirectedEdge[6081, 1698]","{1, 1}"
"DirectedEdge[720, 7016]","DirectedEdge[7016, 720]","{5, 6}"
"DirectedEdge[720, 3942]","DirectedEdge[3942, 720]","{20, 5}"
"DirectedEdge[3574, 130]","DirectedEdge[130, 3574]","{12, 1}"
"DirectedEdge[6588, 9875]","DirectedEdge[9875, 6588]","{3, 1}"
"DirectedEdge[854, 9738]","DirectedEdge[9738, 854]","{6, 2}"
"DirectedEdge[4864, 901]","DirectedEdge[901, 4864]","{7, 6}"
"DirectedEdge[9, 3545]","DirectedEdge[3545, 9]","{4, 18}"
"DirectedEdge[4967, 3072]","DirectedEdge[3072, 4967]","{1, 1}"
"DirectedEdge[3436, 989]","DirectedEdge[989, 3436]","{2, 24}"
"DirectedEdge[2, 448]","DirectedEdge[448, 2]","{5, 1}"
"DirectedEdge[9, 2163]","DirectedEdge[2163, 9]","{4, 74}"
"DirectedEdge[746, 576]","DirectedEdge[576, 746]","{5, 1}"
"DirectedEdge[2075, 2467]","DirectedEdge[2467, 2075]","{2, 2}"
"DirectedEdge[9, 1059]","DirectedEdge[1059, 9]","{1, 1}"
"DirectedEdge[1318, 1219]","DirectedEdge[1219, 1318]","{1, 3}"
"DirectedEdge[1318, 871]","DirectedEdge[871, 1318]","{5, 1}"
"DirectedEdge[904, 904]","DirectedEdge[904, 904]","{2, 2}"
"DirectedEdge[7767, 7767]","DirectedEdge[7767, 7767]","{2, 2}"
"DirectedEdge[4980, 1494]","DirectedEdge[1494, 4980]","{20, 4}"
"DirectedEdge[6875, 1239]","DirectedEdge[1239, 6875]","{3, 1}"
"DirectedEdge[1919, 1239]","DirectedEdge[1239, 1919]","{3, 1}"
"DirectedEdge[407, 2458]","DirectedEdge[2458, 407]","{1, 1}"
"DirectedEdge[3232, 8169]","DirectedEdge[8169, 3232]","{6, 1}"
"DirectedEdge[594, 3294]","DirectedEdge[3294, 594]","{6, 1}"
"DirectedEdge[15253, 485]","DirectedEdge[485, 15253]","{2, 2}"
"DirectedEdge[1329, 8329]","DirectedEdge[8329, 1329]","{1, 1}"
"DirectedEdge[1040, 5241]","DirectedEdge[5241, 1040]","{6, 2}"
"DirectedEdge[982, 6817]","DirectedEdge[6817, 982]","{5, 1}"
"DirectedEdge[5437, 6817]","DirectedEdge[6817, 5437]","{5, 2}"
"DirectedEdge[7441, 1201]","DirectedEdge[1201, 7441]","{1, 4}"
"DirectedEdge[154, 2]","DirectedEdge[2, 154]","{2, 1}"
"DirectedEdge[1581, 4287]","DirectedEdge[4287, 1581]","{7, 6}"
"DirectedEdge[2442, 4593]","DirectedEdge[4593, 2442]","{1, 7}"
"DirectedEdge[6997, 1009]","DirectedEdge[1009, 6997]","{3, 8}"
"DirectedEdge[3629, 1675]","DirectedEdge[1675, 3629]","{6, 2}"
"DirectedEdge[8101, 1399]","DirectedEdge[1399, 8101]","{1, 9}"
"DirectedEdge[290, 9788]","DirectedEdge[9788, 290]","{5, 1}"
"DirectedEdge[8287, 1630]","DirectedEdge[1630, 8287]","{1, 1}"
"DirectedEdge[6855, 4657]","DirectedEdge[4657, 6855]","{5, 2}"
"DirectedEdge[887, 133]","DirectedEdge[133, 887]","{4, 1}"
"DirectedEdge[2235, 5147]","DirectedEdge[5147, 2235]","{4, 2}"
"DirectedEdge[4232, 5147]","DirectedEdge[5147, 4232]","{12, 8}"
"DirectedEdge[982, 4820]","DirectedEdge[4820, 982]","{9, 1}"
"DirectedEdge[4364, 7633]","DirectedEdge[7633, 4364]","{9, 1}"
"DirectedEdge[2158, 539]","DirectedEdge[539, 2158]","{7, 1}"
"DirectedEdge[2980, 2140]","DirectedEdge[2140, 2980]","{12, 1}"
"DirectedEdge[4232, 771]","DirectedEdge[771, 4232]","{1, 2}"
"DirectedEdge[3260, 6816]","DirectedEdge[6816, 3260]","{13, 2}"
"DirectedEdge[1548, 1304]","DirectedEdge[1304, 1548]","{1, 2}"
"DirectedEdge[1490, 1050]","DirectedEdge[1050, 1490]","{2, 3}"
"DirectedEdge[2783, 1548]","DirectedEdge[1548, 2783]","{5, 25}"
"DirectedEdge[133, 1368]","DirectedEdge[1368, 133]","{3, 1}"
"DirectedEdge[1239, 1919]","DirectedEdge[1919, 1239]","{1, 3}"
"DirectedEdge[1494, 4980]","DirectedEdge[4980, 1494]","{4, 20}"
"DirectedEdge[8621, 890]","DirectedEdge[890, 8621]","{30, 1}"
"DirectedEdge[1040, 904]","DirectedEdge[904, 1040]","{2, 1}"
"DirectedEdge[973, 2]","DirectedEdge[2, 973]","{1, 2}"
"DirectedEdge[493, 446]","DirectedEdge[446, 493]","{3, 2}"
"DirectedEdge[6458, 1506]","DirectedEdge[1506, 6458]","{6, 1}"
"DirectedEdge[541, 1040]","DirectedEdge[1040, 541]","{2, 1}"
"DirectedEdge[10098, 3746]","DirectedEdge[3746, 10098]","{2, 1}"
"DirectedEdge[7370, 488]","DirectedEdge[488, 7370]","{2, 1}"
"DirectedEdge[10098, 488]","DirectedEdge[488, 10098]","{1, 2}"
"DirectedEdge[530, 2]","DirectedEdge[2, 530]","{6, 3}"
"DirectedEdge[420, 902]","DirectedEdge[902, 420]","{2, 5}"
"DirectedEdge[130, 133]","DirectedEdge[133, 130]","{1, 25}"
"DirectedEdge[2783, 2803]","DirectedEdge[2803, 2783]","{4, 1}"
"DirectedEdge[2531, 731]","DirectedEdge[731, 2531]","{9, 4}"
"DirectedEdge[5175, 1478]","DirectedEdge[1478, 5175]","{3, 1}"
"DirectedEdge[415, 2596]","DirectedEdge[2596, 415]","{2, 5}"
"DirectedEdge[5462, 488]","DirectedEdge[488, 5462]","{17, 4}"
"DirectedEdge[3574, 488]","DirectedEdge[488, 3574]","{20, 2}"
"DirectedEdge[3284, 488]","DirectedEdge[488, 3284]","{17, 2}"
"DirectedEdge[6807, 488]","DirectedEdge[488, 6807]","{10, 4}"
"DirectedEdge[5653, 479]","DirectedEdge[479, 5653]","{13, 2}"
"DirectedEdge[4900, 7407]","DirectedEdge[7407, 4900]","{2, 1}"
"DirectedEdge[4900, 5640]","DirectedEdge[5640, 4900]","{1, 14}"
"DirectedEdge[720, 3016]","DirectedEdge[3016, 720]","{25, 2}"
"DirectedEdge[465, 796]","DirectedEdge[796, 465]","{1, 1}"
"DirectedEdge[462, 1610]","DirectedEdge[1610, 462]","{1, 4}"
"DirectedEdge[982, 465]","DirectedEdge[465, 982]","{2, 7}"
"DirectedEdge[4591, 13]","DirectedEdge[13, 4591]","{12, 4}"
"DirectedEdge[7345, 1430]","DirectedEdge[1430, 7345]","{2, 3}"
"DirectedEdge[1382, 3585]","DirectedEdge[3585, 1382]","{1, 1}"
"DirectedEdge[3223, 791]","DirectedEdge[791, 3223]","{12, 2}"
"DirectedEdge[7336, 1548]","DirectedEdge[1548, 7336]","{2, 3}"
"DirectedEdge[2149, 3567]","DirectedEdge[3567, 2149]","{5, 1}"
"DirectedEdge[969, 3567]","DirectedEdge[3567, 969]","{5, 1}"
"DirectedEdge[3162, 7136]","DirectedEdge[7136, 3162]","{1, 1}"
"DirectedEdge[3159, 1239]","DirectedEdge[1239, 3159]","{1, 1}"
"DirectedEdge[660, 7718]","DirectedEdge[7718, 660]","{4, 6}"
"DirectedEdge[3016, 720]","DirectedEdge[720, 3016]","{2, 25}"
"DirectedEdge[3341, 927]","DirectedEdge[927, 3341]","{6, 1}"
"DirectedEdge[1548, 2346]","DirectedEdge[2346, 1548]","{10, 1}"
"DirectedEdge[494, 2346]","DirectedEdge[2346, 494]","{1, 2}"
"DirectedEdge[720, 2346]","DirectedEdge[2346, 720]","{10, 2}"
"DirectedEdge[3939, 448]","DirectedEdge[448, 3939]","{6, 2}"
"DirectedEdge[10034, 504]","DirectedEdge[504, 10034]","{2, 5}"
"DirectedEdge[554, 121]","DirectedEdge[121, 554]","{2, 2}"
"DirectedEdge[10224, 3391]","DirectedEdge[3391, 10224]","{1, 1}"
"DirectedEdge[720, 12002]","DirectedEdge[12002, 720]","{4, 1}"
"DirectedEdge[2840, 1521]","DirectedEdge[1521, 2840]","{30, 1}"
"DirectedEdge[2, 3642]","DirectedEdge[3642, 2]","{1, 4}"
"DirectedEdge[2, 1016]","DirectedEdge[1016, 2]","{1, 1}"
"DirectedEdge[911, 2187]","DirectedEdge[2187, 911]","{4, 1}"
"DirectedEdge[2831, 1966]","DirectedEdge[1966, 2831]","{2, 7}"
"DirectedEdge[5792, 1382]","DirectedEdge[1382, 5792]","{4, 4}"
"DirectedEdge[465, 771]","DirectedEdge[771, 465]","{3, 1}"
"DirectedEdge[488, 8469]","DirectedEdge[8469, 488]","{1, 1}"
